vulnerability_id,cve_id,vulnerability_name,severity,cvss_score,affected_asset,patch_available,status
VUL03335,CVE-2018-2547,Remote Code Execution,High,7.1,HR-SRV-0106,Yes,Patched
VUL03336,CVE-2019-53378,Broken Authentication,High,8.7,HR-RTR-0042,No,Open
VUL03337,CVE-2024-51825,Missing Security Patch,High,8.4,HR-FW-0113,Yes,Closed
VUL03338,CVE-2024-41477,Server-Side Request Forgery (SSRF),Low,2.2,OPS-PC-0142,No,Open
VUL03339,CVE-2019-28529,Server-Side Request Forgery (SSRF),High,8.6,LEG-RTR-0032,Yes,Patched
VUL03340,CVE-2023-4513,Server-Side Request Forgery (SSRF),Low,0.2,OPS-SW-0014,Yes,In Progress
VUL03341,CVE-2024-90360,Denial of Service,Low,1.9,SAL-IOT-0057,No,In Progress
VUL03342,CVE-2016-33299,XML External Entity (XXE),Medium,6.8,OPS-LAP-0108,Yes,In Progress
VUL03343,CVE-2021-34686,Insecure Direct Object Reference,Low,3.2,FIN-DB-0047,Yes,In Progress
VUL03344,CVE-2019-95942,Insecure Direct Object Reference,High,7.1,HR-PC-0013,Yes,Closed
VUL03345,CVE-2015-43501,SQL Injection,High,7.4,FIN-SW-0103,Yes,Patched
VUL03346,CVE-2025-2800,Insecure Deserialization,Medium,4.5,LEG-LAP-0045,Yes,Closed
VUL03347,CVE-2023-47534,Insecure Deserialization,Low,3.6,LEG-DB-0015,No,In Progress
VUL03348,CVE-2019-43275,Remote Code Execution,High,8.5,IT-LAP-0007,No,Open
VUL03349,CVE-2016-16925,Open Redirect,High,7.9,LEG-RTR-0035,Yes,In Progress
VUL03350,CVE-2025-75855,Remote Code Execution,Low,3.5,HR-DB-0003,No,In Progress
VUL03351,CVE-2024-89545,Unpatched Software,Low,3.8,LEG-PC-0021,Yes,In Progress
VUL03352,CVE-2016-24225,Insecure Direct Object Reference,Medium,5.3,SAL-DB-0045,Yes,Patched
VUL03353,CVE-2023-59961,Privilege Escalation,Medium,4.8,SAL-MOB-0150,No,Open
VUL03354,CVE-2016-4638,Buffer Overflow,Critical,9.3,LEG-MOB-0028,Yes,Patched
VUL03355,CVE-2022-55320,Open Redirect,Low,2.5,LEG-PC-0074,No,Won't Fix
VUL03356,CVE-2019-37264,Command Injection,Medium,5.2,LEG-DB-0107,Yes,Closed
VUL03357,CVE-2021-90406,Broken Authentication,High,8.0,IT-DB-0060,No,In Progress
VUL03358,CVE-2026-48904,Sensitive Data Exposure,Medium,6.5,LEG-LAP-0065,No,Open
VUL03359,CVE-2023-36729,Server-Side Request Forgery (SSRF),Medium,6.8,FIN-FW-0086,No,In Progress
VUL03360,CVE-2025-22859,Server-Side Request Forgery (SSRF),High,7.4,IT-RTR-0010,Yes,Closed
VUL03361,CVE-2026-38927,XML External Entity (XXE),Low,0.4,LEG-SW-0108,No,Won't Fix
VUL03362,CVE-2025-93727,Unpatched Software,Low,1.3,HR-DB-0008,No,In Progress
VUL03363,CVE-2022-97016,Server-Side Request Forgery (SSRF),High,8.6,SAL-SW-0015,No,Open
VUL03364,CVE-2022-46956,Unpatched Software,Low,3.2,IT-PC-0073,Yes,Closed
VUL03365,CVE-2017-3641,Privilege Escalation,Medium,5.2,ENG-MOB-0115,Yes,Patched
VUL03366,CVE-2018-66620,Cross-Site Scripting (XSS),Medium,4.1,FIN-FW-0073,No,In Progress
VUL03367,CVE-2015-48876,Buffer Overflow,Medium,4.1,IT-PC-0008,Yes,Patched
VUL03368,CVE-2018-15441,XML External Entity (XXE),Low,3.3,IT-SW-0072,Yes,Closed
VUL03369,CVE-2026-20954,Buffer Overflow,Low,2.1,SAL-RTR-0058,Yes,Closed
VUL03370,CVE-2022-20665,Path Traversal,High,7.6,LEG-LAP-0057,No,Open
VUL03371,CVE-2023-34554,Path Traversal,Medium,6.1,FIN-PC-0066,No,Won't Fix
VUL03372,CVE-2020-65887,Unpatched Software,Medium,5.0,MKT-FW-0084,Yes,In Progress
VUL03373,CVE-2022-88146,Unpatched Software,Medium,4.0,ENG-SRV-0072,Yes,In Progress
VUL03374,CVE-2018-71430,Sensitive Data Exposure,Medium,4.6,MKT-PRT-0096,No,Won't Fix
VUL03375,CVE-2023-23626,Outdated SSL/TLS Configuration,Medium,4.6,SAL-PRT-0003,No,Open
VUL03376,CVE-2018-42191,Privilege Escalation,Low,3.4,MKT-SW-0020,Yes,In Progress
VUL03377,CVE-2024-54131,Path Traversal,Medium,4.3,FIN-SW-0074,Yes,In Progress
VUL03378,CVE-2016-42316,Broken Authentication,High,8.2,LEG-PC-0009,No,Won't Fix
VUL03379,CVE-2021-36058,Sensitive Data Exposure,Medium,5.6,SAL-FW-0119,No,In Progress
VUL03380,CVE-2022-75510,Missing Security Patch,High,8.6,SAL-RTR-0026,No,Open
VUL03381,CVE-2015-29691,Insecure Deserialization,Low,3.7,IT-DB-0104,No,In Progress
VUL03382,CVE-2018-13409,Command Injection,Critical,10.0,HR-PRT-0006,No,Open
VUL03383,CVE-2016-86547,Privilege Escalation,Medium,6.2,OPS-MOB-0130,Yes,In Progress
VUL03384,CVE-2025-33101,Insecure Deserialization,Medium,4.9,SAL-SRV-0074,Yes,In Progress
VUL03385,CVE-2022-2298,Remote Code Execution,Medium,4.1,SAL-LAP-0024,No,Open
VUL03386,CVE-2024-21595,Weak Password Policy,High,8.8,FIN-SRV-0085,Yes,Patched
VUL03387,CVE-2019-4170,XML External Entity (XXE),Low,1.2,FIN-SRV-0118,Yes,Patched
VUL03388,CVE-2018-56150,Security Misconfiguration,Medium,5.8,ENG-DB-0083,Yes,Patched
VUL03389,CVE-2021-25648,Privilege Escalation,Critical,9.7,HR-PC-0003,No,Open
VUL03390,CVE-2026-21586,Insecure Deserialization,High,8.5,MKT-LAP-0064,No,Open
VUL03391,CVE-2020-97392,XML External Entity (XXE),Low,0.4,FIN-SW-0125,Yes,Patched
VUL03392,CVE-2025-72484,XML External Entity (XXE),High,7.1,HR-FW-0073,No,In Progress
VUL03393,CVE-2020-69007,XML External Entity (XXE),Low,2.7,SAL-SW-0009,Yes,Closed
VUL03394,CVE-2025-45405,Broken Authentication,High,8.4,SAL-PC-0041,Yes,Closed
VUL03395,CVE-2026-44890,Privilege Escalation,Medium,4.9,ENG-IOT-0006,Yes,In Progress
VUL03396,CVE-2022-28156,Buffer Overflow,Medium,5.7,OPS-FW-0093,No,In Progress
VUL03397,CVE-2022-70014,Command Injection,Medium,6.6,MKT-PRT-0110,Yes,Patched
VUL03398,CVE-2026-89987,Security Misconfiguration,High,8.1,FIN-FW-0047,No,Won't Fix
VUL03399,CVE-2022-81198,Privilege Escalation,High,7.5,LEG-PRT-0039,No,Won't Fix
VUL03400,CVE-2016-80585,Cross-Site Scripting (XSS),High,7.0,ENG-IOT-0064,No,In Progress
VUL03401,CVE-2017-70610,Security Misconfiguration,High,8.4,IT-PC-0040,No,In Progress
VUL03402,CVE-2016-30777,Sensitive Data Exposure,Medium,5.9,ENG-RTR-0120,No,In Progress
VUL03403,CVE-2018-48403,Remote Code Execution,High,7.1,HR-FW-0083,Yes,Patched
VUL03404,CVE-2022-40644,Broken Authentication,High,8.0,SAL-FW-0123,No,Won't Fix
VUL03405,CVE-2015-20762,Server-Side Request Forgery (SSRF),Low,1.0,OPS-FW-0019,Yes,Closed
VUL03406,CVE-2015-79297,Sensitive Data Exposure,Critical,9.5,OPS-SW-0090,No,Open
VUL03407,CVE-2020-23932,Unpatched Software,Critical,9.8,MKT-SW-0118,Yes,Patched
VUL03408,CVE-2015-99713,Unpatched Software,Critical,9.1,SAL-RTR-0032,Yes,In Progress
VUL03409,CVE-2023-36802,Weak Password Policy,High,8.7,HR-PRT-0058,Yes,In Progress
VUL03410,CVE-2022-93309,Denial of Service,Low,1.0,FIN-PC-0069,No,Open
VUL03411,CVE-2025-54421,Remote Code Execution,Low,0.8,IT-DB-0020,Yes,Closed
VUL03412,CVE-2017-90358,Insecure Direct Object Reference,Critical,9.7,FIN-FW-0088,Yes,Closed
VUL03413,CVE-2017-21343,Insecure Direct Object Reference,Low,1.7,HR-RTR-0031,Yes,In Progress
VUL03414,CVE-2022-85216,Server-Side Request Forgery (SSRF),High,8.2,FIN-PRT-0079,No,In Progress
VUL03415,CVE-2021-95344,Security Misconfiguration,Medium,4.6,FIN-DB-0009,No,Open
VUL03416,CVE-2021-51272,Cross-Site Scripting (XSS),Medium,6.4,SAL-PRT-0063,Yes,Closed
VUL03417,CVE-2023-29634,Outdated SSL/TLS Configuration,Medium,5.7,MKT-PC-0108,No,In Progress
VUL03418,CVE-2016-67720,Cross-Site Scripting (XSS),Medium,5.7,IT-RTR-0072,No,Open
VUL03419,CVE-2016-49821,Denial of Service,Low,1.9,LEG-FW-0079,No,In Progress
VUL03420,CVE-2016-12073,Server-Side Request Forgery (SSRF),Low,3.0,LEG-SRV-0039,No,Open
VUL03421,CVE-2020-80905,Command Injection,High,7.0,IT-DB-0096,Yes,In Progress
VUL03422,CVE-2019-15022,Sensitive Data Exposure,Medium,4.5,MKT-SRV-0056,Yes,Patched
VUL03423,CVE-2018-60202,Buffer Overflow,Low,3.2,ENG-DB-0019,Yes,Closed
VUL03424,CVE-2024-86698,Broken Authentication,Medium,5.8,SAL-IOT-0044,Yes,Closed
VUL03425,CVE-2024-51330,Insecure Direct Object Reference,Medium,5.8,OPS-PRT-0070,Yes,Patched
VUL03426,CVE-2024-85468,Insecure Deserialization,Low,3.0,MKT-SRV-0042,No,Open
VUL03427,CVE-2019-33674,Insecure Direct Object Reference,High,8.8,ENG-MOB-0081,Yes,In Progress
VUL03428,CVE-2023-42635,Weak Password Policy,Medium,4.1,ENG-RTR-0069,No,Open
VUL03429,CVE-2016-11268,Server-Side Request Forgery (SSRF),Medium,5.6,LEG-FW-0103,Yes,Patched
VUL03430,CVE-2020-34309,Privilege Escalation,Medium,5.7,LEG-RTR-0045,Yes,Closed
VUL03431,CVE-2025-9614,Broken Authentication,High,8.8,IT-IOT-0115,Yes,In Progress
VUL03432,CVE-2023-96253,Missing Security Patch,Critical,9.8,SAL-LAP-0066,Yes,Patched
VUL03433,CVE-2026-80120,Weak Password Policy,Low,0.3,SAL-MOB-0043,Yes,Closed
VUL03434,CVE-2020-39934,Insecure Deserialization,High,7.7,IT-SRV-0041,Yes,In Progress
VUL03435,CVE-2024-39328,Remote Code Execution,Medium,6.7,LEG-PC-0058,Yes,Patched
VUL03436,CVE-2021-83626,Command Injection,Medium,5.8,IT-IOT-0058,No,In Progress
VUL03437,CVE-2022-69301,Path Traversal,High,8.4,MKT-PC-0078,Yes,Patched
VUL03438,CVE-2024-96357,Unpatched Software,High,8.8,ENG-DB-0066,No,Won't Fix
VUL03439,CVE-2025-90861,Broken Authentication,High,8.6,FIN-MOB-0116,No,Open
VUL03440,CVE-2021-17386,Insecure Direct Object Reference,Medium,5.3,ENG-FW-0109,Yes,In Progress
VUL03441,CVE-2016-76457,Security Misconfiguration,Medium,4.2,OPS-PRT-0033,No,Won't Fix
VUL03442,CVE-2023-66635,Open Redirect,High,8.6,LEG-PRT-0114,No,Open
VUL03443,CVE-2016-50131,Privilege Escalation,Medium,4.6,HR-SW-0010,Yes,Patched
VUL03444,CVE-2024-50240,Insecure Deserialization,High,8.0,SAL-PC-0046,No,In Progress
VUL03445,CVE-2016-71646,Buffer Overflow,Medium,5.0,IT-SRV-0092,Yes,In Progress
VUL03446,CVE-2025-49158,Unpatched Software,Low,2.3,MKT-IOT-0042,Yes,Closed
VUL03447,CVE-2019-12377,Remote Code Execution,Low,0.3,ENG-SRV-0029,No,Open
VUL03448,CVE-2025-59286,Missing Security Patch,Low,1.4,IT-IOT-0013,No,Won't Fix
VUL03449,CVE-2023-16381,Command Injection,Low,1.6,MKT-FW-0012,Yes,Patched
VUL03450,CVE-2017-97957,Denial of Service,High,7.4,LEG-PC-0029,Yes,Closed
VUL03451,CVE-2015-28671,Weak Password Policy,High,7.3,HR-DB-0001,Yes,Closed
VUL03452,CVE-2015-80383,Cross-Site Scripting (XSS),High,7.6,FIN-IOT-0112,Yes,Closed
VUL03453,CVE-2023-25442,Cross-Site Scripting (XSS),High,7.4,MKT-RTR-0105,No,In Progress
VUL03454,CVE-2018-17226,SQL Injection,Medium,5.0,IT-MOB-0064,Yes,Closed
VUL03455,CVE-2026-59142,Insecure Direct Object Reference,Medium,5.8,LEG-DB-0019,No,Open
VUL03456,CVE-2025-66867,SQL Injection,Low,0.5,HR-SW-0052,Yes,Closed
VUL03457,CVE-2017-38234,Buffer Overflow,High,8.2,MKT-DB-0058,Yes,Closed
VUL03458,CVE-2025-8108,Broken Authentication,Critical,9.6,HR-MOB-0003,No,In Progress
VUL03459,CVE-2020-24350,Weak Password Policy,High,8.9,MKT-DB-0013,Yes,Patched
VUL03460,CVE-2023-53283,Broken Authentication,Low,1.5,FIN-FW-0054,Yes,In Progress
VUL03461,CVE-2026-18654,Command Injection,High,8.6,FIN-MOB-0060,No,Won't Fix
VUL03462,CVE-2016-31205,Command Injection,Low,2.0,FIN-PRT-0010,Yes,In Progress
VUL03463,CVE-2019-8830,Open Redirect,Critical,9.8,MKT-SRV-0014,No,In Progress
VUL03464,CVE-2019-87760,Unpatched Software,Low,3.7,IT-FW-0064,Yes,In Progress
VUL03465,CVE-2021-54772,Weak Password Policy,High,8.3,FIN-PRT-0014,Yes,Patched
VUL03466,CVE-2021-59893,Privilege Escalation,Low,2.5,IT-LAP-0053,Yes,Closed
VUL03467,CVE-2025-39646,Broken Authentication,Medium,4.5,ENG-PC-0121,Yes,In Progress
VUL03468,CVE-2016-80170,Path Traversal,Critical,9.1,MKT-SW-0108,Yes,Patched
VUL03469,CVE-2019-49076,Cross-Site Scripting (XSS),Critical,9.3,ENG-PRT-0047,No,Open
VUL03470,CVE-2025-1072,SQL Injection,Critical,9.4,HR-PC-0037,No,Open
VUL03471,CVE-2016-10911,Insecure Deserialization,High,8.7,OPS-PC-0089,Yes,Patched
VUL03472,CVE-2018-38584,Buffer Overflow,High,8.5,LEG-SRV-0080,Yes,Patched
VUL03473,CVE-2024-76783,Broken Authentication,High,7.7,LEG-MOB-0017,Yes,Closed
VUL03474,CVE-2021-61770,Open Redirect,High,7.4,HR-PRT-0092,Yes,In Progress
VUL03475,CVE-2023-14759,Open Redirect,High,7.6,HR-FW-0027,No,Won't Fix
VUL03476,CVE-2022-53754,Buffer Overflow,Low,0.2,HR-PRT-0020,Yes,Patched
VUL03477,CVE-2025-56808,Outdated SSL/TLS Configuration,Medium,5.3,IT-SRV-0134,Yes,Closed
VUL03478,CVE-2016-49228,Command Injection,Low,0.2,LEG-SRV-0101,No,Open
VUL03479,CVE-2025-66450,Buffer Overflow,Low,3.5,HR-PRT-0021,No,Won't Fix
VUL03480,CVE-2025-14241,Broken Authentication,High,7.8,IT-SRV-0043,Yes,Closed
VUL03481,CVE-2019-96469,Broken Authentication,High,7.2,IT-LAP-0014,No,Won't Fix
VUL03482,CVE-2015-29897,Cross-Site Scripting (XSS),High,8.7,MKT-MOB-0037,Yes,In Progress
VUL03483,CVE-2015-89766,Security Misconfiguration,High,8.7,LEG-SRV-0031,No,In Progress
VUL03484,CVE-2016-86753,XML External Entity (XXE),Critical,9.9,ENG-DB-0113,Yes,In Progress
VUL03485,CVE-2019-66016,Open Redirect,Low,0.4,SAL-IOT-0083,Yes,Closed
VUL03486,CVE-2023-20831,Cross-Site Scripting (XSS),Critical,9.7,MKT-DB-0032,No,In Progress
VUL03487,CVE-2021-90466,Unpatched Software,Critical,9.6,ENG-PRT-0003,Yes,In Progress
VUL03488,CVE-2017-72568,Cross-Site Scripting (XSS),Medium,6.7,FIN-IOT-0018,No,Open
VUL03489,CVE-2018-19061,Command Injection,Medium,6.6,ENG-MOB-0007,No,In Progress
VUL03490,CVE-2018-24975,Path Traversal,Medium,6.8,ENG-PRT-0116,No,In Progress
VUL03491,CVE-2024-29010,Buffer Overflow,Critical,9.4,OPS-MOB-0098,Yes,Closed
VUL03492,CVE-2016-60302,Insecure Deserialization,Medium,4.8,IT-PC-0020,No,Open
VUL03493,CVE-2020-66561,SQL Injection,Medium,6.2,MKT-MOB-0025,Yes,Closed
VUL03494,CVE-2025-44895,Unpatched Software,Low,1.8,HR-IOT-0087,No,Open
VUL03495,CVE-2026-80586,Command Injection,Low,0.4,IT-MOB-0021,Yes,In Progress
VUL03496,CVE-2023-86003,Cross-Site Scripting (XSS),Medium,4.8,HR-SW-0093,No,Won't Fix
VUL03497,CVE-2026-28543,Insecure Direct Object Reference,Medium,6.5,LEG-IOT-0078,Yes,Patched
VUL03498,CVE-2026-94399,Command Injection,High,8.4,SAL-RTR-0070,No,In Progress
VUL03499,CVE-2016-60412,Cross-Site Scripting (XSS),High,7.7,LEG-SW-0035,Yes,In Progress
VUL03500,CVE-2021-29321,Command Injection,Medium,4.1,HR-SRV-0008,Yes,Patched
VUL03501,CVE-2019-89359,Cross-Site Scripting (XSS),Low,1.8,IT-DB-0032,Yes,Closed
VUL03502,CVE-2024-80064,Privilege Escalation,Medium,6.7,ENG-FW-0078,No,In Progress
VUL03503,CVE-2017-66053,Cross-Site Scripting (XSS),High,7.7,FIN-RTR-0015,Yes,Patched
VUL03504,CVE-2017-75469,Command Injection,Medium,4.8,IT-PC-0096,Yes,Patched
VUL03505,CVE-2025-35914,SQL Injection,High,8.1,IT-DB-0023,Yes,Patched
VUL03506,CVE-2022-35968,Broken Authentication,Critical,9.3,MKT-SRV-0045,No,Open
VUL03507,CVE-2017-9133,Outdated SSL/TLS Configuration,Low,2.7,FIN-FW-0008,Yes,Patched
VUL03508,CVE-2026-27921,Command Injection,High,7.8,ENG-RTR-0079,No,In Progress
VUL03509,CVE-2026-69748,Sensitive Data Exposure,Low,1.9,ENG-SW-0037,Yes,In Progress
VUL03510,CVE-2026-4043,Missing Security Patch,Medium,6.8,ENG-MOB-0125,Yes,Closed
VUL03511,CVE-2017-30041,Unpatched Software,High,8.4,IT-FW-0086,Yes,In Progress
VUL03512,CVE-2023-25498,Insecure Deserialization,Critical,9.9,ENG-SRV-0148,Yes,Closed
VUL03513,CVE-2026-44564,Unpatched Software,Critical,9.4,SAL-FW-0045,Yes,Patched
VUL03514,CVE-2026-6626,SQL Injection,High,7.3,OPS-PC-0101,Yes,Closed
VUL03515,CVE-2022-37898,Outdated SSL/TLS Configuration,Low,3.3,FIN-PRT-0128,Yes,Patched
VUL03516,CVE-2023-95247,Unpatched Software,Low,0.2,HR-FW-0099,No,In Progress
VUL03517,CVE-2021-58770,Security Misconfiguration,Low,0.5,HR-FW-0127,Yes,In Progress
VUL03518,CVE-2015-23419,Remote Code Execution,Medium,4.7,HR-SRV-0006,No,Won't Fix
VUL03519,CVE-2026-58801,Insecure Direct Object Reference,Medium,4.8,MKT-PRT-0020,Yes,Closed
VUL03520,CVE-2024-19147,Server-Side Request Forgery (SSRF),High,8.1,LEG-RTR-0063,Yes,In Progress
VUL03521,CVE-2015-22863,XML External Entity (XXE),Low,3.8,LEG-FW-0025,No,Won't Fix
VUL03522,CVE-2016-12250,Buffer Overflow,High,8.8,LEG-SRV-0004,Yes,Patched
VUL03523,CVE-2025-35631,XML External Entity (XXE),High,8.4,IT-RTR-0072,Yes,Closed
VUL03524,CVE-2021-41964,Path Traversal,High,8.8,IT-SW-0040,No,Open
VUL03525,CVE-2019-26842,Path Traversal,Low,2.1,LEG-DB-0085,Yes,Patched
VUL03526,CVE-2023-3117,Path Traversal,Low,3.9,LEG-SW-0086,Yes,Patched
VUL03527,CVE-2020-93693,Insecure Deserialization,Medium,6.9,MKT-LAP-0049,Yes,In Progress
VUL03528,CVE-2020-61085,Insecure Deserialization,Medium,4.1,IT-IOT-0116,Yes,In Progress
VUL03529,CVE-2023-85238,Open Redirect,Medium,6.8,FIN-FW-0029,Yes,Patched
VUL03530,CVE-2017-71601,Broken Authentication,Medium,4.2,ENG-IOT-0038,Yes,Closed
VUL03531,CVE-2023-68601,Weak Password Policy,High,8.5,HR-DB-0086,No,Won't Fix
VUL03532,CVE-2022-89735,Unpatched Software,Medium,6.7,FIN-SRV-0059,Yes,Patched
VUL03533,CVE-2016-62254,Cross-Site Scripting (XSS),High,8.9,HR-SRV-0058,No,In Progress
VUL03534,CVE-2015-31431,Command Injection,Medium,5.1,IT-LAP-0027,Yes,Patched
VUL03535,CVE-2020-85680,XML External Entity (XXE),Medium,6.3,OPS-PC-0037,Yes,Patched
VUL03536,CVE-2022-66252,Open Redirect,Medium,4.7,MKT-FW-0086,Yes,Closed
VUL03537,CVE-2021-19633,XML External Entity (XXE),Medium,4.3,FIN-LAP-0069,No,Won't Fix
VUL03538,CVE-2024-40393,Buffer Overflow,High,7.7,HR-MOB-0053,Yes,Closed
VUL03539,CVE-2023-74330,XML External Entity (XXE),Low,3.4,OPS-MOB-0067,No,In Progress
VUL03540,CVE-2023-70236,Broken Authentication,Medium,4.1,HR-LAP-0050,Yes,In Progress
VUL03541,CVE-2025-37422,Buffer Overflow,High,7.7,OPS-MOB-0045,No,Open
VUL03542,CVE-2020-90246,Insecure Deserialization,Low,2.9,SAL-SRV-0115,No,Open
VUL03543,CVE-2017-28588,Open Redirect,Critical,10.0,IT-FW-0071,No,Open
VUL03544,CVE-2022-67700,Sensitive Data Exposure,Critical,9.9,MKT-IOT-0004,Yes,Closed
VUL03545,CVE-2018-26935,Cross-Site Scripting (XSS),High,8.2,MKT-PC-0096,No,In Progress
VUL03546,CVE-2024-49275,Buffer Overflow,High,8.2,MKT-SW-0008,Yes,In Progress
VUL03547,CVE-2018-66404,Buffer Overflow,Low,2.5,MKT-SW-0027,Yes,Patched
VUL03548,CVE-2015-86163,Broken Authentication,Low,3.8,LEG-RTR-0052,Yes,Closed
VUL03549,CVE-2021-88164,Broken Authentication,High,7.6,FIN-PC-0128,No,In Progress
VUL03550,CVE-2017-17299,SQL Injection,High,8.0,LEG-LAP-0116,Yes,Closed
VUL03551,CVE-2023-74740,Security Misconfiguration,Low,0.7,OPS-PRT-0062,No,In Progress
VUL03552,CVE-2026-93160,Server-Side Request Forgery (SSRF),Low,1.3,MKT-LAP-0033,Yes,Closed
VUL03553,CVE-2017-46005,Command Injection,Medium,4.8,MKT-SW-0048,Yes,In Progress
VUL03554,CVE-2021-38408,Insecure Direct Object Reference,High,7.8,FIN-PC-0031,No,Won't Fix
VUL03555,CVE-2017-57424,Insecure Deserialization,High,7.1,ENG-PRT-0090,Yes,Closed
VUL03556,CVE-2015-59226,Security Misconfiguration,High,8.4,LEG-SW-0105,No,Open
VUL03557,CVE-2023-26838,Privilege Escalation,Low,1.7,ENG-LAP-0098,Yes,Patched
VUL03558,CVE-2020-93968,Security Misconfiguration,High,7.3,HR-FW-0102,Yes,Patched
VUL03559,CVE-2020-99661,Remote Code Execution,Low,2.8,IT-IOT-0074,No,In Progress
VUL03560,CVE-2025-58525,Privilege Escalation,High,7.6,MKT-LAP-0103,Yes,In Progress
VUL03561,CVE-2021-61226,Privilege Escalation,Low,2.0,IT-RTR-0084,No,In Progress
VUL03562,CVE-2015-87184,Unpatched Software,Medium,5.3,IT-SRV-0037,No,Won't Fix
VUL03563,CVE-2021-92642,Broken Authentication,Medium,6.8,OPS-SRV-0063,Yes,In Progress
VUL03564,CVE-2019-84121,Weak Password Policy,Low,3.4,IT-PC-0009,No,Open
VUL03565,CVE-2024-17641,Sensitive Data Exposure,Medium,6.7,SAL-IOT-0031,No,Open
VUL03566,CVE-2020-11473,Missing Security Patch,Medium,5.9,LEG-MOB-0037,No,Won't Fix
VUL03567,CVE-2022-77516,Unpatched Software,Critical,9.1,MKT-MOB-0056,No,In Progress
VUL03568,CVE-2025-65560,Sensitive Data Exposure,Low,0.5,FIN-LAP-0120,Yes,Closed
VUL03569,CVE-2016-61881,SQL Injection,Low,0.6,IT-PRT-0108,Yes,Patched
VUL03570,CVE-2026-14816,Insecure Direct Object Reference,Critical,9.6,ENG-PC-0037,Yes,Patched
VUL03571,CVE-2018-65390,Insecure Deserialization,Medium,5.7,IT-DB-0037,No,In Progress
VUL03572,CVE-2022-79392,XML External Entity (XXE),High,8.7,HR-LAP-0137,Yes,In Progress
VUL03573,CVE-2020-23610,Privilege Escalation,Low,1.2,HR-LAP-0105,No,Won't Fix
VUL03574,CVE-2021-88482,Cross-Site Scripting (XSS),Low,1.3,OPS-PC-0035,No,In Progress
VUL03575,CVE-2018-63660,Security Misconfiguration,High,8.5,OPS-PRT-0095,No,Open
VUL03576,CVE-2016-45246,SQL Injection,High,7.5,ENG-MOB-0052,Yes,Patched
VUL03577,CVE-2025-42008,Buffer Overflow,Low,3.3,FIN-SRV-0037,Yes,Patched
VUL03578,CVE-2020-74872,Weak Password Policy,High,8.8,FIN-SW-0035,Yes,In Progress
VUL03579,CVE-2025-21993,Weak Password Policy,High,7.5,HR-FW-0067,Yes,Patched
VUL03580,CVE-2026-85753,Outdated SSL/TLS Configuration,High,8.4,HR-SRV-0025,No,In Progress
VUL03581,CVE-2024-71755,Open Redirect,Critical,9.6,SAL-IOT-0023,No,Open
VUL03582,CVE-2026-24862,Command Injection,High,8.7,IT-SRV-0094,No,In Progress
VUL03583,CVE-2015-35969,Cross-Site Scripting (XSS),Medium,4.7,HR-LAP-0006,Yes,Patched
VUL03584,CVE-2016-58599,Insecure Deserialization,Medium,5.2,IT-FW-0010,Yes,Closed
VUL03585,CVE-2017-12882,Remote Code Execution,Medium,4.5,HR-PC-0093,No,Open
VUL03586,CVE-2017-25461,Path Traversal,Medium,5.8,ENG-MOB-0031,No,In Progress
VUL03587,CVE-2019-36870,Open Redirect,Medium,4.7,SAL-DB-0023,No,In Progress
VUL03588,CVE-2022-21094,Insecure Direct Object Reference,Low,0.2,IT-RTR-0034,Yes,Patched
VUL03589,CVE-2019-65632,Path Traversal,Critical,9.8,MKT-SW-0073,No,Open
VUL03590,CVE-2021-59895,Security Misconfiguration,Medium,4.3,SAL-PRT-0076,Yes,Patched
VUL03591,CVE-2016-41395,Unpatched Software,Medium,6.3,MKT-RTR-0117,Yes,Closed
VUL03592,CVE-2023-78521,XML External Entity (XXE),High,8.9,ENG-SRV-0037,Yes,Closed
VUL03593,CVE-2022-59995,Security Misconfiguration,Medium,6.2,MKT-IOT-0090,No,In Progress
VUL03594,CVE-2024-8152,Denial of Service,High,8.5,HR-SW-0112,Yes,Closed
VUL03595,CVE-2023-25508,Missing Security Patch,Low,1.0,MKT-MOB-0070,Yes,Patched
VUL03596,CVE-2024-94472,Security Misconfiguration,Medium,6.9,IT-PRT-0099,Yes,Closed
VUL03597,CVE-2019-94427,Denial of Service,Medium,5.6,LEG-MOB-0090,Yes,Closed
VUL03598,CVE-2019-80620,Denial of Service,Medium,6.8,FIN-SRV-0004,Yes,Closed
VUL03599,CVE-2020-33888,Buffer Overflow,Critical,9.4,FIN-MOB-0107,No,In Progress
VUL03600,CVE-2023-92447,Insecure Direct Object Reference,Critical,10.0,SAL-DB-0120,Yes,Patched
VUL03601,CVE-2019-61251,XML External Entity (XXE),Critical,9.1,LEG-FW-0071,Yes,Closed
VUL03602,CVE-2022-42689,Cross-Site Scripting (XSS),Low,0.9,OPS-IOT-0018,Yes,Patched
VUL03603,CVE-2023-7781,Outdated SSL/TLS Configuration,High,8.6,OPS-PRT-0013,No,Open
VUL03604,CVE-2024-80279,Missing Security Patch,Medium,6.8,FIN-RTR-0074,No,Won't Fix
VUL03605,CVE-2020-74135,SQL Injection,Critical,9.1,HR-SW-0067,No,In Progress
VUL03606,CVE-2021-29471,Security Misconfiguration,Medium,5.4,OPS-DB-0046,Yes,Closed
VUL03607,CVE-2019-3941,Missing Security Patch,High,7.5,SAL-MOB-0089,Yes,In Progress
VUL03608,CVE-2017-40477,Remote Code Execution,High,8.2,LEG-IOT-0023,No,Won't Fix
